business_id,business_name,department,address,phone_number,open_date,월요일 운영시간,월요일 휴게시간,화요일 운영시간,화요일 휴게시간,수요일 운영시간,수요일 휴게시간,목요일 운영시간,목요일 휴게시간,금요일 운영시간,금요일 휴게시간,토요일 운영시간,토요일 휴게시간,일요일 운영시간,일요일 휴게시간
086-55-87418,드림정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 2순환로 1240, 602호 (강서동, MK빌딩)",043-238-0312,20110926,09:30~18:30,12:30~13:30,09:30~18:30,12:30~13:30,09:30~18:30,12:30~13:30,09:30~18:30,12:30~13:30,09:30~18:30,12:30~13:30,09:30~15:00,12:30~13:30,,
052-43-84327,라팡산부인과의원,산부인과,"충청남도 천안시 서북구 불당21로 67-18, 5층 502호 (불당동)",041-567-7575,20200806,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
912-97-79115,류마플러스내과의원,내과,"충청북도 청주시 상당구 중앙로 80, 업무시설동 2층 211,214,215호 (북문로3가, 청주행정타운코아루휴티스)",043-225-4050,20190228,09:00~17:30,,09:00~17:30,,09:00~13:00,,09:00~17:30,,09:00~17:30,,09:00~13:00,,,
000-62-99946,륜정형외과의원,정형외과,"충청북도 청주시 서원구 1순환로1107번길 10, 그린빌딩 5층 (분평동)",043-297-7585,20110627,09:10~18:30,,09:10~18:30,,09:10~18:30,,09:10~18:30,,09:10~18:30,,09:10~12:30,,,
054-05-56868,리:튼정형외과의원,정형외과,"충청남도 천안시 서북구 백석로 93, 리튼빌딩 3층 (백석동)",041-554-8277,20180511,09:00~19:30,,09:00~19:30,,09:00~19:30,,09:00~19:30,,09:00~19:30,,09:00~15:00,,,
053-25-36812,리즈앤마리안산부인과의원,산부인과,"충청남도 천안시 서북구 두정로 204, (두정동)",523-6100,20040812,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
085-41-57132,마음숲길정신건강의학과의원,정신건강의학과,"충청남도 천안시 서북구 불당21로 71, 5층 502호 (불당동)",041-417-3575,20220104,09:30~19:00,13:00~14:00,09:30~19:00,13:00~14:00,14:00~19:00,,09:30~19:00,13:00~14:00,09:30~19:00,13:00~14:00,09:00~13:00,,,
862-51-92285,마음앤정신건강의학과의원,정신건강의학과,"충청북도 충주시 봉계1길 54, (칠금동)",043-845-8920,20120110,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
802-93-61442,마음편한정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 풍산로 26, (가경동, 대한빌딩 2층)",043-237-8872,20080911,10:00~12:30,,,,,,10:00~18:00,,10:00~18:00,,09:30~12:00,,,
079-88-46265,맑은마음정신건강의학과의원,정신건강의학과,"충청남도 천안시 서북구 충무로 215, 4층 (쌍용동)",041-579-9997,20020122,09:00~17:30,12:50~14:00,09:00~17:30,12:50~14:00,09:00~17:30,12:50~14:00,,,09:00~17:30,12:50~14:00,09:00~12:30,,,
105-27-61783,맑은피부과의원,피부과,"충청북도 제천시 의림대로 222, (청전동)",043-643-5900,20161230,09:00~19:00,,09:00~19:00,,09:00~19:00,,14:00~19:00,,09:00~19:00,,08:30~14:30,,,
063-65-55499,명소아청소년과의원,소아청소년과,"충청남도 보령시 중앙로 15, (명천동, 메디빌,인승빌딩)",041-936-7360,19970304,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:30,,,
908-17-57171,명안과의원,안과,"충청북도 청주시 청원구 율봉로 141, 7층 (율량동)",043-241-1212,20070226,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
081-96-42172,명이비인후과의원,이비인후과,"충청남도 공주시 무령로 230-1, (중동)",041-854-3535,19821025,09:30~18:00,,09:30~18:00,,09:30~12:00,,09:30~18:00,,09:30~18:00,,09:30~12:00,,,
600-76-19631,명이비인후과의원,이비인후과,"충청남도 천안시 동남구 청수4로 16, 3층 301,302 (청당동)",042-863-7005,20120110,09:00~19:00,12:30~14:00,09:00~19:00,12:30~14:00,09:00~19:00,12:30~14:00,14:00~19:00,,09:00~19:00,12:30~14:00,09:00~15:00,,,
076-28-78951,모아산부인과의원,산부인과,"충청북도 제천시 명륜로 91, (의림동)",043-645-6601,19970607,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
090-19-78746,모종아이튼튼소아청소년과의원,소아청소년과,"충청남도 아산시 문화로 329, 3층 (모종동)",041-549-3333,20191226,09:00~20:00,,09:00~20:00,,09:00~20:00,,09:00~20:00,,09:00~20:00,,09:00~16:00,,09:00~13:00,
422-21-83646,문웅영소아청소년과의원,소아청소년과,"충청남도 보령시 수로길 2, (동대동)",041-933-5553,19990308,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~12:30,,08:30~18:30,,08:30~13:00,,,
232-41-77754,문이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 풍산로 26, 2층 (가경동, 대한빌딩)",043-231-9569,20010208,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,,
030-53-42431,미래산부인과의원,산부인과,"충청북도 청주시 흥덕구 복대로 179, 10층 (복대동)",043-237-2727,20030725,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
862-94-88158,미래산부인과의원,산부인과,"충청북도 제천시 용두대로15길 4, 3층 (하소동)",043-645-6336,20080616,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,09:00~18:00,13:00~14:00,09:00~13:00,,,
229-99-26335,미래소아청소년과의원,소아청소년과,"충청북도 청주시 흥덕구 백봉로223번길 3, (봉명동)",043-272-3399,20060119,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~12:30,,,
877-41-68815,미래신경외과의원,신경외과,"충청남도 서산시 안견로 194, (동문동)",041-667-7001,20050412,08:00~17:40,12:50~14:00,08:00~17:40,12:50~14:00,08:00~17:40,12:50~14:00,08:00~17:40,12:50~14:00,08:00~17:40,12:50~14:00,08:00~12:00,,,
091-02-23281,미래이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 2순환로 1240, (강서동,(MK빌딩 4층))",043-236-9275,20110823,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~15:00,,,
410-55-92522,미래정형외과의원,정형외과,"충청남도 천안시 서북구 쌍용대로 293, 1,4층 (성정동)",041-577-8275,20020320,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,,
085-59-39547,미래정형외과의원,정형외과,"충청남도 논산시 시민로 266, (내동)",041-732-7175,20060302,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~13:00,,,
033-18-46889,미소산부인과의원,산부인과,"충청북도 청주시 흥덕구 대농로 48, 5층 (복대동)",043-231-0157,20121113,09:30~18:30,12:40~14:10,09:30~20:00,12:40~14:10,,,09:30~18:30,12:40~14:10,09:30~18:30,12:40~14:10,09:30~15:00,,,
067-34-57941,미소소아청소년과의원,소아청소년과,"충청북도 청주시 흥덕구 대농로 48, LK타워 303호 (복대동)",043-292-7575,20150406,,,,,,,,,,,,,,
534-41-11792,미소인류시나산부인과의원,산부인과,"충청남도 천안시 서북구 월봉로 122, 403호 (쌍용동)",041-577-3575,20010423,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:30,,,
056-03-14186,미소진산부인과의원,산부인과,"충청남도 천안시 서북구 동서대로 125-3, 4층 403호 (성정동, 천안크리닉)",041-522-7588,20150911,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
326-77-29529,미즈산부인과의원,산부인과,"충청남도 천안시 서북구 성정로 91, (성정동)",041-575-6288,20030322,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~13:00,,09:30~13:00,
521-36-15494,바른신경외과의원,신경외과,"충청북도 청주시 흥덕구 대농로 39, LK트리플렉스 A동 601,602호 (복대동)",043-283-5353,20200420,09:00~19:00,13:00~14:00,09:00~21:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~21:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
831-95-19935,바른정형외과의원,정형외과,"충청남도 공주시 신관로 54-1, 1~5층 (신관동)",041-854-5900,19961230,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
041-42-44917,바른정형외과의원,정형외과,"충청북도 청주시 서원구 구룡산로 235, 2층 (수곡동)",043-287-7575,20011008,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
456-12-72181,박남규내과의원,내과,"충청북도 청주시 흥덕구 사직대로 68, 2층 (복대동)",043-277-8275,20011127,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:00~13:00,,,
036-45-38279,박내과의원,내과,"충청남도 아산시 시민로 293, 2층 (용화동, 신협용화지점)",041-545-2500,20130222,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
040-84-73732,박내과의원,내과,"충청북도 제천시 명륜로 97, (의림동)",043-644-9465,19920124,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
424-51-54184,박수경산부인과의원,산부인과,"충청북도 청주시 서원구 사직대로 279-2, 1,3층 (사직동)",043-276-3700,19980623,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~15:00,,,
833-72-86267,박영규안과의원,안과,"충청북도 청주시 상당구 청남로 2200, 3층 (석교동)",043-252-0333,19980131,09:00~17:30,13:00~14:00,09:00~17:30,13:00~14:00,09:00~17:30,13:00~14:00,09:00~16:00,13:00~14:00,09:00~17:30,13:00~14:00,09:00~13:00,,,
089-11-54887,박영선내과의원,내과,"충청남도 아산시 번영로 226, 5층 (모종동)",041-532-6838,20050516,09:00~17:00,,09:00~15:00,,09:00~17:00,,09:00~15:00,,09:00~17:00,,09:00~15:00,,,
800-52-43719,박운식내과의원,내과,"충청북도 충주시 중앙로 73, 2층 (충의동)",043-851-9641,20170330,08:40~18:00,,08:40~18:00,,08:40~18:00,,08:40~18:00,,08:40~18:00,,08:40~13:00,,,
058-56-23558,박정신건강의학과의원,정신건강의학과,"충청북도 청주시 서원구 사직대로 276, (사직동, 박정신과의원)",043-274-5946,19750809,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,09:00~18:00,,09:00~12:00,,,
130-13-27355,박정훈이비인후과의원,이비인후과,"충청남도 논산시 해월로 165, 2층 (반월동)",041-734-8275,20030107,09:00~18:10,,09:00~18:10,,09:00~17:30,,09:00~18:10,,09:00~18:10,,09:00~14:20,,,
415-78-61917,박철민내과의원,내과,"충청북도 제천시 용두천로 86-1, (2층)동 (남천동)",043-643-7710,20151110,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
705-85-11632,박태욱미소내과의원,내과,"충청남도 천안시 서북구 충무로 178, 4층 (쌍용동)",041-576-1616,20100311,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
578-81-89831,반기석소아청소년과의원,소아청소년과,"충청북도 충주시 예성로 177, (충인동)",043-845-3955,19890315,08:00~20:00,,08:00~20:00,,08:00~20:00,,08:00~20:00,,08:00~20:00,,08:00~17:00,,08:00~13:00,
547-49-51449,반윤성정형외과의원,정형외과,"충청남도 천안시 동남구 충절로 23-1, 2층 (신부동)",041-551-6333,20230420,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,08:30~13:00,,,
606-53-43144,밝은안과의원,안과,"충청남도 천안시 동남구 만남로 43, (신부동, 신세계백화점충청점)",041-555-5363,19970503,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
008-54-06476,배이비인후과의원,이비인후과,"충청남도 공주시 무령로 236, 5층 (중동)",041-856-0352,19930212,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
081-69-96949,백기청정신건강의학과의원,정신건강의학과,"충청남도 천안시 동남구 만남로 15, 민현빌딩 2층 (신부동)",041-567-8875,20200323,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~14:00,,,
052-88-88297,백병석신경외과의원,신경외과,"충청남도 아산시 충무로 3, 2층 (온천동)",041-534-7585,20150105,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~13:00,,,
076-63-92368,백석기내과의원,내과,"충청북도 청주시 서원구 청남로 2024, (수곡동, 청남빌딩)",043-286-1932,19980306,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
141-45-93274,백석소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 한들3로 83, 203호 (백석동)",041-556-1236,20020919,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
007-26-58198,백성흠정형외과의원,정형외과,"충청북도 충주시 안림로 50, (안림동)",043-855-0507,20181004,09:00~16:00,,09:00~16:00,,09:00~16:00,,09:00~16:00,,09:00~16:00,,,,,
807-46-25752,백제안과의원,안과,"충청남도 공주시 번영1로 100, 3층 (신관동)",041-853-0975,20090302,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,09:00~18:30,12:30~14:00,09:00~14:00,,,
009-14-36283,백피부과의원,피부과,"충청남도 천안시 서북구 미라15길 23, 2층 (쌍용동, 대우타워종합상가)",041-571-7542,19910525,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,14:00~18:30,,09:30~18:30,13:00~14:00,09:30~13:00,,,
017-57-96393,베로니카신경외과의원,신경외과,"충청북도 충주시 연수동산로2길 1, (연수동)",043-843-0022,20190222,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
089-39-28214,베스트성모이비인후과의원,이비인후과,"충청북도 제천시 의림대로 178, (중앙로2가)",043-643-2366,19860425,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~14:00,,,
296-59-65364,별소아청소년과의원,소아청소년과,"충청남도 서산시 충의로 27, (예천동)",041-663-8375,20170911,10:00~20:00,,10:00~20:00,,10:00~20:00,,10:00~20:00,,10:00~20:00,,10:00~17:30,,,
038-14-84676,보령연합내과의원,내과,"충청남도 보령시 대청로 12, (동대동)",041-931-7582,20030215,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
243-95-79189,본이비인후과의원,이비인후과,"충청북도 청주시 서원구 월평로 4, 203호 (분평동,대상탑존빌딩)",043-295-7575,20081203,09:00~19:00,,09:00~19:00,,14:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
002-86-76948,본정형외과의원,정형외과,"충청북도 청주시 상당구 중흥로 54-1, (용암동)",043-285-9005,20040618,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
324-15-98993,봄소아청소년과의원,소아청소년과,"충청남도 논산시 중앙로 255, 2층 (내동)",041-435-7577,20220823,08:30~18:30,12:30~14:00,08:30~18:30,12:30~14:00,08:30~18:30,12:30~14:00,08:30~18:30,12:30~14:00,08:30~18:30,12:30~14:00,08:30~13:00,,,
847-68-29449,봄온정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 대농로 50, 301호 (복대동)",043-231-9909,20230303,09:30~19:00,13:30~14:30,09:30~19:00,13:30~14:30,09:30~19:00,13:30~14:30,09:30~19:00,13:30~14:30,09:30~19:00,13:30~14:30,09:30~14:00,,,
882-47-39111,봄이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 송화로 172, 2층 (송절동)",043-276-7582,20220930,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:30,,,
056-48-99659,봄정신건강의학과의원,정신건강의학과,"충청남도 아산시 충무로 24, (온천동)",041-533-0087,20060920,09:00~18:00,,09:00~18:00,,,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
000-85-58943,봄정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 산성로92번길 6, 2층 (금천동, 굿모닝타워)",043-287-8157,20170516,09:00~18:00,13:00~14:00,09:00~20:00,13:00~14:00,,,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~14:00,,,
082-76-73468,불당내과의원,내과,"충청남도 천안시 서북구 불당21로 71, 3층 304호 (불당동)",041-414-7507,20230508,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
007-69-43879,불당사랑내과의원,내과,"충청남도 천안시 서북구 불당23로 70, 정우프라자 5층 503호 (불당동)",041-555-0901,20180810,09:00~17:30,13:00~14:00,09:00~17:30,13:00~14:00,09:00~13:00,,09:00~17:30,13:00~14:00,09:00~17:30,13:00~14:00,09:00~13:30,,,
001-91-25869,비클린이비인후과의원,이비인후과,"충청남도 천안시 서북구 성성8로 2-30, 3층 (성성동)",041-555-7100,20190730,08:30~20:00,12:30~14:00,08:30~19:00,12:30~14:00,08:30~19:00,12:30~14:00,08:30~19:00,12:30~14:00,08:30~19:00,12:30~14:00,08:30~14:00,,,
063-98-22457,삼성라온내과의원,내과,"충청남도 천안시 서북구 월봉로 134, 4층 (쌍용동, 리치프라자)",041-568-7575,20170915,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
894-96-78678,삼성미라클안과의원,안과,"충청남도 천안시 서북구 충무로 125, 2층 (쌍용동)",041-576-0022,20080519,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
606-92-76882,삼성바른신경외과의원,신경외과,"충청북도 충주시 계명대로 23, 2-3층 (칠금동)",043-857-8590,20160805,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
001-55-74247,삼성바른정형외과의원,정형외과,"충청북도 제천시 의림대로 123, 2층 (중앙로2가)",043-643-3300,20210709,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
021-63-43872,삼성서울정형외과의원,정형외과,"충청북도 청주시 서원구 사직대로 115, 9, 10층 (사창동)",043-275-7300,20120417,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~16:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~13:30,,,
064-01-57586,삼성정형외과의원,정형외과,"충청북도 청주시 상당구 월평로 180, 국민은행 3층 (용암동)",043-293-6866,19991103,,,,,,,,,,,,,,
039-76-51584,삼성정형외과의원,정형외과,"충청남도 보령시 남대천로 33-1, (대천동)",041-932-8333,20060228,08:30~18:00,,08:30~18:00,,08:30~12:30,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
090-34-96684,상당이비인후과의원,이비인후과,"충청북도 청주시 상당구 중고개로 181, 2층 (용암동)",043-298-8007,19960328,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~01:00,,09:00~18:00,,09:00~01:00,,,
647-23-46996,상쾌한이비인후과의원,이비인후과,"충청남도 천안시 서북구 오성로 1, 3층 (두정동)",041-541-7587,20100914,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:30~13:00,
103-98-12441,새로남신경외과의원,신경외과,"충청북도 충주시 번영대로 93, 2층 (금릉동)",043-848-7575,20230328,08:30~19:00,13:00~14:00,08:30~20:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~20:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~14:00,,,
003-39-61168,새로운내과의원,내과,"충청남도 천안시 동남구 청수14로 56, 3층 (청당동)",041-565-7588,20130902,09:00~17:30,13:00~14:00,09:00~17:30,13:00~14:00,09:00~17:30,13:00~14:00,,,09:00~17:30,13:00~14:00,09:00~13:00,,,
027-51-79359,샘여성산부인과의원,산부인과,"충청북도 충주시 봉계1길 58, (칠금동)",043-856-5539,20120509,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~14:00,,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~14:00,,,
437-26-35171,서광식내과의원,내과,"충청북도 청주시 서원구 1순환로1107번길 10, (분평동)",043-295-8275,19991004,09:00~18:30,,09:00~18:30,,09:00~12:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
066-46-33839,서광정형외과의원,정형외과,"충청남도 보령시 주공로 5, (동대동)",041-931-7279,20160905,08:30~18:00,12:30~13:30,08:30~18:00,12:30~13:30,08:30~18:00,12:30~13:30,08:30~18:00,12:30~13:30,08:30~18:00,12:30~13:30,08:30~13:00,,,
779-74-78554,서산밝은안과의원,안과,"충청남도 서산시 안견로 175, 2층 (동문동)",041-665-6695,20140627,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
009-11-48918,서안과의원,안과,"충청남도 논산시 해월로168번길 2, (반월동)",041-732-3595,19870227,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~13:00,,,
033-66-13124,서연석내과의원,내과,"충청남도 천안시 서북구 동서대로 135, (성정동)",041-573-9879,20070314,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
625-77-94175,서울내과의원,내과,"충청남도 천안시 동남구 서부대로 221, 4층 (신방동)",041-579-1600,20140708,08:30~18:00,,08:30~18:00,,08:30~13:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
000-75-25515,서울내과의원,내과,"충청북도 청주시 흥덕구 풍산로 40, 6층 (가경동, 가경연합클리닉)",043-233-2520,20061013,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,09:00~18:00,13:00~14:00,09:00~13:00,,,
587-84-26267,서울산부인과의원,산부인과,"충청남도 공주시 번영1로 154, 4층 (신관동)",041-857-3582,20030307,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~12:30,,,
069-53-97287,서울삼성내과의원,내과,"충청남도 당진시 밤절로 136, 6층 601, 602호 (수청동, 씨티타워빌딩)",041-356-5575,20070424,08:30~21:00,,08:30~21:00,,08:30~21:00,,08:30~21:00,,08:30~21:00,,08:30~14:00,,,
084-41-71751,서울삼성내과의원,내과,"충청남도 천안시 서북구 두정로 104, 2층 (두정동)",041-553-7870,20101101,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
846-91-22167,서울삼성안과의원,안과,"충청남도 아산시 모종로 5, 5층 (모종동)",041-427-7575,20171016,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
959-37-94634,서울소아청소년과의원,소아청소년과,"충청북도 제천시 풍양로 99, (중앙로1가, 주상복합건물)",043-647-0522,19900928,09:00~18:00,,09:00~18:00,,,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
525-33-78138,서울소아청소년과의원,소아청소년과,"충청북도 청주시 서원구 청남로 2010, 2층 (분평동)",043-296-8275,20010209,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~13:00,,,
460-82-11155,서울소아청소년과의원,소아청소년과,"충청남도 서산시 안견로 179, 삼성생명빌딩 1층 (동문동)",041-667-6675,20040331,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
473-57-23771,서울수소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 노태산로 73, 2층 202호 (백석동)",041-558-4136,20220816,08:30~19:30,12:30~13:30,08:30~19:30,12:30~13:30,08:30~12:30,,08:30~19:30,12:30~13:30,08:30~19:30,12:30~13:30,08:30~12:30,,,
024-24-26139,서울신경외과의원,신경외과,"충청북도 청주시 서원구 사직대로145번길 1, (사창동)",043-274-9507,19920518,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
212-76-11484,서울안과의원,안과,"충청남도 공주시 웅진로 197, 4층 (산성동)",041-853-3119,20010317,08:00~17:30,12:30~13:30,08:00~17:30,12:30~13:30,08:00~17:30,12:30~13:30,08:00~17:30,12:30~13:30,08:00~17:30,12:30~13:30,08:00~12:30,,,
084-15-48476,서울안과의원,안과,"충청남도 아산시 충무로 18, (온천동)",041-547-0707,20040618,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
027-35-74254,서울연합내과의원,내과,"충청북도 제천시 청전대로 182, 비둘기아파트 (청전동)",043-651-9100,20220704,09:00~21:00,,09:00~21:00,,09:00~18:00,,09:00~21:00,,09:00~21:00,,09:00~13:00,,,
045-45-18775,서울이비인후과의원,이비인후과,"충청북도 청주시 청원구 공항로 126, 3층 (율량동)",043-214-8275,20040628,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
268-89-54956,서울이비인후과의원,이비인후과,"충청북도 충주시 중앙로 71, (충의동)",043-845-7711,19990323,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,,,,
032-14-18711,서울이비인후과의원,이비인후과,"충청북도 제천시 용두천로 117, 3층 (중앙로1가)",043-647-0529,20010329,09:00~17:00,,09:00~17:00,,09:00~13:00,,09:00~17:00,,09:00~17:00,,09:00~13:00,,,
540-92-84683,서울정형외과의원,정형외과,"충청북도 제천시 용두천로 117, 2층 (중앙로1가)",043-646-4300,20020411,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,,,,
